Species_TTOL	NEO	rest_of_brain	rest_of_brain2	BOD	BOD2
Myosorex_sclateri	1.656	2.52863027572128	6.39397107129426	1.86328760196422	3.47184068763358
Neomys_anomalus	1.771	2.4253493121911	5.88231928614584	1.86328760196422	3.47184068763358
Neomys_fodiens	1.753	2.4844525337294	6.17250439235441	1.86328760196422	3.47184068763358
Oryzorictes_hova	1.823	2.72555444984195	7.42864705905324	1.86328760196422	3.47184068763358
Parascalops_breweri	2.245	2.9176407015745	8.51262726348414	1.86328760196422	3.47184068763358
Potamogale_velox	3.021	3.58573403914356	12.8574885994728	1.86328760196422	3.47184068763358
Ruwenzorisorex_suncoides	1.775	2.54319142403048	6.4678226192622	1.86328760196422	3.47184068763358
Scalopus_aquaticus	2.403	3.09133564705225	9.55635608273596	1.86328760196422	3.47184068763358
Scutisorex_somereni	1.941	2.77648055519446	7.70884427337294	1.86328760196422	3.47184068763358
Setifer_setosus	2.135	3.13780347988815	9.84581067839821	1.86328760196422	3.47184068763358
Solenodon_paradoxus	2.825	3.63091110993978	13.1835154882841	1.86328760196422	3.47184068763358
Sorex_alpinus	1.658	2.39429748323639	5.73266043823212	1.86328760196422	3.47184068763358
Sorex_araneus	1.45	2.30376222600923	5.30732039398702	1.86328760196422	3.47184068763358
Sorex_cinereus	1.459	2.19894571979351	4.83536227859818	1.86328760196422	3.47184068763358
Sorex_fumeus	1.681	2.35557876339451	5.5487513105552	1.86328760196422	3.47184068763358
Sorex_hoyi	1.182	1.95473569737117	3.82099164657714	1.86328760196422	3.47184068763358
Sorex_minutus	1.201	2.03191366086741	4.12867312521959	1.86328760196422	3.47184068763358
Suncus_etruscus	0.851	1.76381793243763	3.11105369878857	1.86328760196422	3.47184068763358
Suncus_murinus	1.703	2.54992986543294	6.50214231862683	1.86328760196422	3.47184068763358
Sylvisorex_granti	1.314	2.19026550669	4.797262989796	1.86328760196422	3.47184068763358
Suncus_megalura	1.378	2.24721153694055	5.04995969175869	1.86328760196422	3.47184068763358
Talpa_europaea	2.258	2.9763963558453	8.85893526708917	1.86328760196422	3.47184068763358
Tenrec_ecaudatus	2.436	3.35823796436117	11.2777622252766	1.86328760196422	3.47184068763358
Aepyprymnus_rufescens	3.653213	4.0785367274352	16.6344618370378	1.86328760196422	3.47184068763358
Antechinus_flavipes	2.015779	2.78774994860876	7.77154977596817	1.86328760196422	3.47184068763358
Antechinus_minimus	2.112605	2.86153430048589	8.18837855285726	1.86328760196422	3.47184068763358
Bettongia_gaimardi	3.559068	4.04663551459762	16.3752589880027	1.86328760196422	3.47184068763358
Bettongia_penicillata	3.509606	3.98021273823091	15.8420934415756	1.86328760196422	3.47184068763358
Burramys_parvus	2.261976	2.92464113314859	8.55352575770467	1.86328760196422	3.47184068763358
Cercartetus_nanus	1.991226	2.67775290596171	7.17036062538641	1.86328760196422	3.47184068763358
Dactylopsila_trivirgata	3.324899	3.76646475332113	14.1862567380104	1.86328760196422	3.47184068763358
Dasycercus_cristicauda	2.452247	3.16814378922862	10.0371350692279	1.86328760196422	3.47184068763358
Dasyuroides_byrnei	2.400883	3.1709361619783	10.0548361433417	1.86328760196422	3.47184068763358
Dasyurus_geoffroii	3.090611	3.70221513935253	13.706396938051	1.86328760196422	3.47184068763358
Dasyurus_hallucatus	2.810904	3.45874340368618	11.9629059325426	1.86328760196422	3.47184068763358
Dendrolagus_lumholtzi	3.924538	4.32056441398414	18.6672768553861	1.86328760196422	3.47184068763358
Distoechurus_pennatus	2.42111	2.99668674974598	8.98013147610311	1.86328760196422	3.47184068763358
Dorcopsis	3.735359	4.18833195300086	17.542124548528	1.86328760196422	3.47184068763358
Echymipera_kalubu	2.67587	3.52847956017657	12.4501680065838	1.86328760196422	3.47184068763358
Gymnobelideus_leadbeateri	2.825491	3.34769853893654	11.2070855075978	1.86328760196422	3.47184068763358
Hypsiprymnodon_moschatus	3.219323	3.74212014161771	14.0034631543009	1.86328760196422	3.47184068763358
Isoodon_macrourus	2.771734	3.58290385753117	12.8372000523117	1.86328760196422	3.47184068763358
Isoodon_obesulus_obesulus	2.823474	3.62554911049539	13.1446063526139	1.86328760196422	3.47184068763358
Osphranter_antilopinus	4.354185	4.71459609027679	22.2274162944531	1.86328760196422	3.47184068763358
Macropus_giganteus	4.476817	4.77506983526938	22.8012919316995	1.86328760196422	3.47184068763358
Notamacropus_irma	3.973359	4.36841530467472	19.0830522741163	1.86328760196422	3.47184068763358
Notamacropus_parma	3.824386	4.20117855029655	17.6499012114718	1.86328760196422	3.47184068763358
Notamacropus_parryi	4.144294	4.51970786965636	20.4277592270336	1.86328760196422	3.47184068763358
Osphranter_robustus	4.347545	4.66347772236744	21.7480244670174	1.86328760196422	3.47184068763358
Osphranter_rufus	4.360082	4.6959083965357	22.0515556686545	1.86328760196422	3.47184068763358
Thylamys_pallidior	2.036629	2.76345797589405	7.63669998453245	1.86328760196422	3.47184068763358
Marmosops_impavidus	2.345178	3.05568408388292	9.33720522049542	1.86328760196422	3.47184068763358
Monodelphis_brevicaudata	2.126131	2.94537022663038	8.67520577192069	1.86328760196422	3.47184068763358
Notoryctes_typhlops	2.064083	2.91376083971985	8.49000223108495	1.86328760196422	3.47184068763358
Petauroides_volans	3.110253	3.62032345471659	13.106741916771	1.86328760196422	3.47184068763358
Petaurus_australis	3.313445	3.77024778429207	14.2147683549593	1.86328760196422	3.47184068763358
Petaurus_breviceps	2.806655	3.32467344517594	11.053453517058	1.86328760196422	3.47184068763358
Petaurus_norfolcensis	2.949048	3.45766979672993	11.9554804232184	1.86328760196422	3.47184068763358
Petrogale_inornata	3.828724	4.23497248958282	17.9349919875233	1.86328760196422	3.47184068763358
Petrogale_lateralis	3.764251	4.16786355239828	17.3710865914101	1.86328760196422	3.47184068763358
Petrogale_penicillata	3.91981	4.31879823891567	18.6520182284611	1.86328760196422	3.47184068763358
Petrogale_purpureicollis	3.827305	4.24652097310723	18.0329403750396	1.86328760196422	3.47184068763358
Petropseudes_dahli	3.178113	3.69722055952986	13.6694398658103	1.86328760196422	3.47184068763358
Phascolarctos_cinereus	3.804071	4.22355030391757	17.8383771697222	1.86328760196422	3.47184068763358
Planigale_ingrami	0.974972	1.97840863192174	3.91410071486245	1.86328760196422	3.47184068763358
Planigale_maculata	1.414973	2.30272041723985	5.30252131997327	1.86328760196422	3.47184068763358
Potorous_tridactylus_tridactylus	3.462398	3.99808497676137	15.984683481405	1.86328760196422	3.47184068763358
Pseudochirulus_canescens	2.769156	3.33597913853393	11.1287568127336	1.86328760196422	3.47184068763358
Pseudochirulus_forbesi	2.93892	3.47922966682932	12.1050390745452	1.86328760196422	3.47184068763358
Sarcophilus_harrisii	3.581153	4.14834965764349	17.2088048820708	1.86328760196422	3.47184068763358
Sminthopsis_crassicaudata	1.725095	2.53750425778387	6.43892785827126	1.86328760196422	3.47184068763358
Sminthopsis_leucopus	1.864511	2.66164229549523	7.08433970916911	1.86328760196422	3.47184068763358
Phalanger_gymnotis	3.547036	4.06032757480693	16.4862600147375	1.86328760196422	3.47184068763358
Thylacinus_cynocephalus	4.326295	4.70915133299125	22.1761062770133	1.86328760196422	3.47184068763358
Thylogale_billardierii	3.925776	4.34805949126278	18.9056213395604	1.86328760196422	3.47184068763358
Thylogale_stigmatica	3.829368	4.25065668458073	18.0680822501708	1.86328760196422	3.47184068763358
Trichosurus_vulpecula	3.523356	4.00237325530746	16.0189916748004	1.86328760196422	3.47184068763358
Vombatus_ursinus	4.31161	4.68410274637518	21.9408185385995	1.86328760196422	3.47184068763358
Wallabia_bicolor	4.162594	4.55349934894676	20.7343563208586	1.86328760196422	3.47184068763358
Balionycteris_maculata	2.13	2.68604357258994	7.21483007385172	1.86328760196422	3.47184068763358
Casinycteris_argynnis	2.369	2.89835140151989	8.40044084669229	1.86328760196422	3.47184068763358
Chironax_melanocephalus	2.226	2.75718362381577	7.60206153543787	1.86328760196422	3.47184068763358
Cynopterus_brachyotis	2.459	2.966833649282	8.80210190251193	1.86328760196422	3.47184068763358
Cynopterus_horsfieldii	2.636	3.11468350641045	9.70125334510528	1.86328760196422	3.47184068763358
Cynopterus_sphinx	2.547	3.05354966776212	9.32416557349017	1.86328760196422	3.47184068763358
Dobsonia_inermis	2.922	3.40766797562694	11.6122010321134	1.86328760196422	3.47184068763358
Dobsonia_moluccensis	3.18	3.63531672034154	13.2155276571947	1.86328760196422	3.47184068763358
Dobsonia_praedatrix	2.97	3.45265177566025	11.9208042839698	1.86328760196422	3.47184068763358
Eidolon_helvum	3.148	3.60406636908379	12.9892943927608	1.86328760196422	3.47184068763358
Eonycteris_spelaea	2.584	3.09326062869164	9.56826131701383	1.86328760196422	3.47184068763358
Epomophorus_labiatus	2.664	3.17341455082117	10.0705599113635	1.86328760196422	3.47184068763358
Epomops_franqueti	2.789	3.3178958890353	11.0084331304774	1.86328760196422	3.47184068763358
Hypsignathus_monstrosus	3.024	3.51177917774895	12.3325929932711	1.86328760196422	3.47184068763358
Macroglossus_minimus	2.192	2.72492739657078	7.42522931658202	1.86328760196422	3.47184068763358
Megaerops_ecaudatus	2.392	2.87855040696948	8.28605244546414	1.86328760196422	3.47184068763358
Megaloglossus_woermanni	2.279	2.80962194180342	7.89397545586321	1.86328760196422	3.47184068763358
Melonycteris_melanops	2.617	3.08827988670424	9.53747265862198	1.86328760196422	3.47184068763358
Melonycteris_woodfordi	2.505	2.98478330621441	8.90893138505621	1.86328760196422	3.47184068763358
Epomophorus_pusillus	2.385	2.8916991691473	8.36192408484716	1.86328760196422	3.47184068763358
Myonycteris_torquata	2.527	3.04038415947288	9.24393583717363	1.86328760196422	3.47184068763358
Notopteris_macdonaldi	2.623	3.14143861060649	9.86863654420925	1.86328760196422	3.47184068763358
Nyctimene_albiventer	2.341	2.89166094946112	8.36170304663836	1.86328760196422	3.47184068763358
Nyctimene_robinsoni	2.525	3.06521908417013	9.39556803396076	1.86328760196422	3.47184068763358
Nyctimene_vizcaccia	2.41	2.97019608506253	8.82206478372075	1.86328760196422	3.47184068763358
Paranyctimene_raptor	2.297	2.83904237199348	8.06016158997434	1.86328760196422	3.47184068763358
Pteropus_alecto	3.434	3.82069860124938	14.597737801589	1.86328760196422	3.47184068763358
Pteropus_conspicillatus	3.524	3.89493121910952	15.170489201594	1.86328760196422	3.47184068763358
Pteropus_hypomelanus	3.28	3.69716131393364	13.6690017812475	1.86328760196422	3.47184068763358
Pteropus_lylei	3.378	3.75598421253182	14.1074174047883	1.86328760196422	3.47184068763358
Pteropus_neohibernicus	3.565	3.92848620624869	15.4330038726862	1.86328760196422	3.47184068763358
Pteropus_poliocephalus	3.433	3.83016987335255	14.6702012587375	1.86328760196422	3.47184068763358
Pteropus_samoensis	3.331	3.73626675041077	13.959689230225	1.86328760196422	3.47184068763358
Pteropus_scapulatus	3.318	3.70549571470575	13.7306984917027	1.86328760196422	3.47184068763358
Pteropus_temminckii	3.259	3.66354900940771	13.4215913443322	1.86328760196422	3.47184068763358
Pteropus_tonganus	3.35	3.75825829746648	14.1245054304756	1.86328760196422	3.47184068763358
Pteropus_vampyrus	3.558	3.92972371176801	15.4427284508318	1.86328760196422	3.47184068763358
Rousettus_aegyptiacus	2.837	3.32486399626551	11.0547205936626	1.86328760196422	3.47184068763358
Rousettus_amplexicaudatus	2.636	3.1617898919156	9.99691532061967	1.86328760196422	3.47184068763358
Scotonycteris_zenkeri	2.261	2.8251361190744	7.98139409129878	1.86328760196422	3.47184068763358
Sphaerias_blanfordi	2.35	2.89058047078486	8.35545545808283	1.86328760196422	3.47184068763358
Syconycteris_australis	2.243	2.75449107699007	7.5872210932179	1.86328760196422	3.47184068763358
Anoura_caudifer	2.005	2.5806238378183	6.65961939231605	1.86328760196422	3.47184068763358
Anoura_geoffroyi	2.165	2.74657171798292	7.54365620202365	1.86328760196422	3.47184068763358
Ardops_nichollsi	2.172	2.72119019257957	7.40487606419122	1.86328760196422	3.47184068763358
Artibeus_cinereus	2.081	2.64696591916355	7.00642857721331	1.86328760196422	3.47184068763358
Artibeus_concolor	2.183	2.77277474031503	7.68827976052911	1.86328760196422	3.47184068763358
Artibeus_jamaicensis	2.449	2.98333261088124	8.9002734671475	1.86328760196422	3.47184068763358
Artibeus_lituratus	2.513	3.06496819373968	9.39403002863586	1.86328760196422	3.47184068763358
Aselliscus_stoliczkanus	1.352	2.14627742243429	4.60650677405116	1.86328760196422	3.47184068763358
Aselliscus_tricuspidatus	1.346	2.0993562087761	4.40729649132678	1.86328760196422	3.47184068763358
Brachyphylla_cavernarum	2.509	3.05292228999784	9.32033450876568	1.86328760196422	3.47184068763358
Cardioderma_cor	2.27	2.79992584642206	7.83958474546228	1.86328760196422	3.47184068763358
Carollia_perspicillata	2.111	2.71324648190518	7.36170647157086	1.86328760196422	3.47184068763358
Chalinolobus_gouldii	1.572	2.35195774032069	5.53170521225439	1.86328760196422	3.47184068763358
Chalinolobus_morio	1.449	2.24071974568802	5.02082497871619	1.86328760196422	3.47184068763358
Chiroderma_salvini	2.323	2.88624082329356	8.33038609004629	1.86328760196422	3.47184068763358
Chiroderma_trinitatum	2.182	2.70539048497075	7.31913767617029	1.86328760196422	3.47184068763358
Chiroderma_villosum	2.273	2.82351695180044	7.97224797710447	1.86328760196422	3.47184068763358
Choeroniscus_minor	1.98	2.5659450134905	6.58407381225677	1.86328760196422	3.47184068763358
Coleura_afra	1.72	2.38684133903795	5.69701157774045	1.86328760196422	3.47184068763358
Cormura_brevirostris	1.635	2.31547900333038	5.36144301486384	1.86328760196422	3.47184068763358
Craseonycteris_thonglongyai	1.243	1.91186407137902	3.65522422742997	1.86328760196422	3.47184068763358
Desmodus_rotundus	2.495	2.97496949473285	8.85044349459105	1.86328760196422	3.47184068763358
Diphylla_ecaudata	2.364	2.87975236516861	8.29297368469423	1.86328760196422	3.47184068763358
Emballonura_monticola	1.507	2.19689550326823	4.82634985228017	1.86328760196422	3.47184068763358
Emballonura_raffrayana	1.538	2.21750313113026	4.91732013657249	1.86328760196422	3.47184068763358
Eptesicus_brasiliensis	1.542	2.27704088235613	5.18491517992119	1.86328760196422	3.47184068763358
Eptesicus_fuscus_bahamensis	1.636	2.3513653086034	5.52891881450355	1.86328760196422	3.47184068763358
Eumops_auripendulus	2.071	2.75999624802448	7.6175792891092	1.86328760196422	3.47184068763358
Eumops_glaucinus	2.111	2.79101278730558	7.78975237890325	1.86328760196422	3.47184068763358
Furipterus_horrens	1.367	2.07959239815975	4.32470454248383	1.86328760196422	3.47184068763358
Glischropus_tylopus	1.155	1.97312302120491	3.89321445680878	1.86328760196422	3.47184068763358
Glossophaga_longirostris	1.968	2.6169266719764	6.84830520650148	1.86328760196422	3.47184068763358
Glossophaga_soricina	1.944	2.57354501835856	6.62313396151816	1.86328760196422	3.47184068763358
Harpiocephalus_harpia	1.91	2.62086344715862	6.86892520865216	1.86328760196422	3.47184068763358
Hesperoptenus_blanfordi	1.41	2.16984821507198	4.70824127645104	1.86328760196422	3.47184068763358
Hipposideros_armiger	2.227	2.87560056473481	8.26907860790317	1.86328760196422	3.47184068763358
Hipposideros_ater	1.587	2.30545128539469	5.31510562932804	1.86328760196422	3.47184068763358
Hipposideros_caffer	1.785	2.4627759440208	6.06526535044753	1.86328760196422	3.47184068763358
Macronycteris_commersoni	2.235	2.84697711567035	8.10527869715067	1.86328760196422	3.47184068763358
Hipposideros_diadema	2.189	2.82568898250015	7.98451822582275	1.86328760196422	3.47184068763358
Hipposideros_fulvus	1.649	2.34735841257385	5.51009151708124	1.86328760196422	3.47184068763358
Hipposideros_lankadiva	2.189	2.83381440820857	8.0305041001705	1.86328760196422	3.47184068763358
Hipposideros_larvatus	1.931	2.59070379701993	6.7117461638935	1.86328760196422	3.47184068763358
Hipposideros_ridleyi	1.702	2.40319100137588	5.775326989094	1.86328760196422	3.47184068763358
Hipposideros_speoris	1.76	2.42782469906196	5.89433276937531	1.86328760196422	3.47184068763358
Hipposideros_turpis	2.11	2.74970813235674	7.5608948131488	1.86328760196422	3.47184068763358
Ia_io	2.15	2.85693377655639	8.16207060362878	1.86328760196422	3.47184068763358
Kerivoula_papillosa	1.839	2.47004291344843	6.10111199427681	1.86328760196422	3.47184068763358
Lasiurus_borealis	1.446	2.20786055220101	4.87464821796536	1.86328760196422	3.47184068763358
Leptonycteris_curasoae	2.147	2.76007259430502	7.61800072583367	1.86328760196422	3.47184068763358
Leptonycteris_nivalis	2.159	2.74009904764629	7.50814279091213	1.86328760196422	3.47184068763358
Lonchophylla_mordax	1.989	2.61273847911539	6.82640236025021	1.86328760196422	3.47184068763358
Hsunycteris_thomasi	1.885	2.50023862095974	6.25119316173868	1.86328760196422	3.47184068763358
Lophostoma_silvicolum	2.381	2.85331808051172	8.14142406857511	1.86328760196422	3.47184068763358
Macroderma_gigas	2.708	3.20498065502424	10.2719009990796	1.86328760196422	3.47184068763358
Macrophyllum_macrophyllum	1.905	2.4790378028068	6.14562842774516	1.86328760196422	3.47184068763358
Megaderma_lyra	2.388	2.93241161841455	8.59903789981263	1.86328760196422	3.47184068763358
Megaderma_spasma	2.238	2.78365497627165	7.74873502692193	1.86328760196422	3.47184068763358
Mesophylla_macconnelli	1.939	2.5144416036305	6.32241657806794	1.86328760196422	3.47184068763358
Micronycteris_brachyotis	1.944	2.58328686142129	6.67337100839185	1.86328760196422	3.47184068763358
Micronycteris_megalotis	1.776	2.41295245824855	5.8223395657677	1.86328760196422	3.47184068763358
Micronycteris_minuta	1.817	2.43110917339505	5.91029181296557	1.86328760196422	3.47184068763358
Micronycteris_schmidtorum	1.881	2.46261324325241	6.06446398584217	1.86328760196422	3.47184068763358
Gardnerycteris_crenulatum	1.94	2.48743694137244	6.18734253730427	1.86328760196422	3.47184068763358
Miniopterus_australis	1.575	2.28796870242141	5.2348007832599	1.86328760196422	3.47184068763358
Miniopterus_inflatus	1.747	2.48807198431177	6.19050219911712	1.86328760196422	3.47184068763358
Miniopterus_magnater	1.776	2.4849865990346	6.17515839738155	1.86328760196422	3.47184068763358
Miniopterus_pusillus	1.571	2.31097785415854	5.34061864241123	1.86328760196422	3.47184068763358
Miniopterus_tristis	1.794	2.49587912679333	6.22941261556266	1.86328760196422	3.47184068763358
Molossus_molossus	1.797	2.47483774200244	6.12482184923971	1.86328760196422	3.47184068763358
Molossus_rufus	2.056	2.69716719929339	7.27471090094414	1.86328760196422	3.47184068763358
Monophyllus_plethodon	1.984	2.62023584937206	6.86563590633451	1.86328760196422	3.47184068763358
Mormoops_megalophylla	1.827	2.56247160047249	6.56626070322802	1.86328760196422	3.47184068763358
Murina_cyclotis	1.647	2.37139315447136	5.62350549307361	1.86328760196422	3.47184068763358
Murina_huttoni	1.695	2.38592275334146	5.69262738491251	1.86328760196422	3.47184068763358
Myotis_adversus	1.668	2.3772871201093	5.65149405143757	1.86328760196422	3.47184068763358
Myotis_albescens	1.312	2.07780309246655	4.31726569106356	1.86328760196422	3.47184068763358
Myotis_annectans	1.572	2.31710569964846	5.3689788233434	1.86328760196422	3.47184068763358
Myotis_bechsteinii	1.56	2.39586985328546	5.74019235388207	1.86328760196422	3.47184068763358
Myotis_bocagii	1.556	2.25339686523018	5.07779743222921	1.86328760196422	3.47184068763358
Myotis_dasycneme	1.667	2.46431986810657	6.07287241234477	1.86328760196422	3.47184068763358
Myotis_myotis	1.894	2.65907694339085	7.07069019087282	1.86328760196422	3.47184068763358
Myotis_nigricans	1.362	2.11100026230064	4.45632210743337	1.86328760196422	3.47184068763358
Myotis_siligorensis	1.21	1.98557890358024	3.9425235823429	1.86328760196422	3.47184068763358
Natalus_tumidirostris	1.741	2.36796538095518	5.60726004540222	1.86328760196422	3.47184068763358
Noctilio_albiventris	2.265	2.74963685311494	7.56050282400782	1.86328760196422	3.47184068763358
Noctilio_leporinus	2.558	3.04342425236468	9.26243117988151	1.86328760196422	3.47184068763358
Nyctalus_noctula	1.74	2.52928534798622	6.39728437153778	1.86328760196422	3.47184068763358
Nycteris_arge	1.953	2.51972165509131	6.34899721913611	1.86328760196422	3.47184068763358
Nycteris_grandis	2.272	2.82882341601125	8.00224191897357	1.86328760196422	3.47184068763358
Nycteris_hispida	1.843	2.43216548536531	5.91542894820225	1.86328760196422	3.47184068763358
Nycteris_javanica	2.089	2.65047090615567	7.02499602437764	1.86328760196422	3.47184068763358
Nycteris_macrotis	2.009	2.56570573628551	6.5828459252084	1.86328760196422	3.47184068763358
Nycteris_thebaica	1.933	2.4880134922472	6.19021113760409	1.86328760196422	3.47184068763358
Nyctophilus_geoffroyi	1.502	2.1954325071819	4.819923893591	1.86328760196422	3.47184068763358
Otomops_martiensseni	2.186	2.85387267955123	8.1445892710889	1.86328760196422	3.47184068763358
Peropteryx_macrotis	1.486	2.18774408447669	4.78622417916275	1.86328760196422	3.47184068763358
Phylloderma_stenops	2.542	3.10305487853701	9.62894957921231	1.86328760196422	3.47184068763358
Phyllostomus_discolor	2.495	3.01289560068157	9.07753990060635	1.86328760196422	3.47184068763358
Phyllostomus_elongatus	2.355	2.91962973558399	8.52423779290623	1.86328760196422	3.47184068763358
Phyllostomus_hastatus	2.642	3.15775224544109	9.97139924358827	1.86328760196422	3.47184068763358
Pipistrellus_javanicus	1.265	2.04743835568333	4.19200382032326	1.86328760196422	3.47184068763358
Pipistrellus_tenuis	1.158	1.94445839594312	3.78091845355368	1.86328760196422	3.47184068763358
Afronycteris_nana	1.196	1.97624949883145	3.90556208163155	1.86328760196422	3.47184068763358
Hypsugo_pulveratus	1.354	2.12583275320563	4.51916489460183	1.86328760196422	3.47184068763358
Perimyotis_subflavus	1.22	2.0689992385851	4.28075784926571	1.86328760196422	3.47184068763358
Pteronotus_gymnonotus	1.89	2.50919392843789	6.29605417050955	1.86328760196422	3.47184068763358
Pteronotus_parnellii_mesoamericanus	2.078	2.71076396835588	7.34824129213654	1.86328760196422	3.47184068763358
Pteronotus_personatus	1.699	2.33437416842607	5.44930275821491	1.86328760196422	3.47184068763358
Rhinolophus_cornutus	1.574	2.26307067478927	5.12148887909114	1.86328760196422	3.47184068763358
Rhinolophus_eloquens	1.884	2.58228368121921	6.66818901029102	1.86328760196422	3.47184068763358
Rhinolophus_hipposideros	1.279	2.14741999328989	4.61141262758114	1.86328760196422	3.47184068763358
Rhinolophus_landeri	1.704	2.41927248180996	5.85287934124292	1.86328760196422	3.47184068763358
Rhinolophus_lepidus	1.513	2.24246038366786	5.0286285723198	1.86328760196422	3.47184068763358
Rhinolophus_luctus	2.132	2.76563752486781	7.64875091895694	1.86328760196422	3.47184068763358
Rhinolophus_macrotis	1.511	2.29216841823355	5.2540360575473	1.86328760196422	3.47184068763358
Rhinolophus_malayanus	1.538	2.28065583157794	5.20139102211046	1.86328760196422	3.47184068763358
Rhinolophus_megaphyllus	1.695	2.39284327871508	5.72569895649193	1.86328760196422	3.47184068763358
Rhinolophus_pearsonii	1.851	2.49680535567541	6.23403698412942	1.86328760196422	3.47184068763358
Rhinolophus_pusillus	1.471	2.19036275728536	4.79768900850274	1.86328760196422	3.47184068763358
Rhinolophus_trifoliatus	1.855	2.51948592306197	6.34780931650745	1.86328760196422	3.47184068763358
Rhinolophus_yunnanensis	1.957	2.61598611233896	6.84338333995029	1.86328760196422	3.47184068763358
Rhinonicteris_aurantia	1.675	2.36980993185743	5.61599911313013	1.86328760196422	3.47184068763358
Rhinophylla_pumilio	1.932	2.52389337701925	6.37003777856165	1.86328760196422	3.47184068763358
Rhinopoma_hardwickii	1.732	2.41517493551946	5.83306996916144	1.86328760196422	3.47184068763358
Rhinopoma_microphyllum	1.889	2.56167523073907	6.56217998778205	1.86328760196422	3.47184068763358
Rhogeessa_parvula	1.26	2.02540404611476	4.10226155001805	1.86328760196422	3.47184068763358
Rhynchonycteris_naso	1.344	2.04732050651951	4.19152125641528	1.86328760196422	3.47184068763358
Saccopteryx_bilineata	1.642	2.33483311530367	5.45144567631863	1.86328760196422	3.47184068763358
Saccopteryx_canescens	1.375	2.08934484317686	4.36536187370975	1.86328760196422	3.47184068763358
Saccopteryx_leptura	1.477	2.18322541361085	4.76647320663625	1.86328760196422	3.47184068763358
Scotomanes_ornatus	1.813	2.55494722650546	6.52775533022796	1.86328760196422	3.47184068763358
Scotophilus_dinganii	1.941	2.6152095371468	6.83932092318357	1.86328760196422	3.47184068763358
Scotophilus_kuhlii	1.825	2.50605597481635	6.28031654891271	1.86328760196422	3.47184068763358
Sphaeronycteris_toxophyllum	2.131	2.69540272673135	7.26519585927081	1.86328760196422	3.47184068763358
Sturnira_lilium	2.208	2.7664442150746	7.6532135951197	1.86328760196422	3.47184068763358
Sturnira_ludovici	2.203	2.79971581818209	7.83840866257902	1.86328760196422	3.47184068763358
Sturnira_tildae	2.279	2.82056767486967	7.95560200851967	1.86328760196422	3.47184068763358
Tadarida_aegyptiaca	1.888	2.56759514736225	6.59254484075817	1.86328760196422	3.47184068763358
Taphozous_australis	2.008	2.68911434548403	7.23133596308799	1.86328760196422	3.47184068763358
Taphozous_hildegardeae	2.046	2.71134274302204	7.3513794701383	1.86328760196422	3.47184068763358
Taphozous_mauritianus	2.025	2.71797961523504	7.3874131888332	1.86328760196422	3.47184068763358
